0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.625000	1.000000	0.625000	0.625000	0.625000	0.000000	0.000000	0.000000	0.000000	0.421045	0.528599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.581185	0.581185	0.581185	0.625000	0.000000	0.458871	0.625000	1.000000	0.000000	0.528599	0.625000	0.000000	0.581185	0.528599	0.000000	0.000000	0.000000	0.000000	0.625000	0.625000	0.000000	0.528599	0.000000	0.625000	0.000000	0.000000	0.000000	0.581185	0.528599	0.625000	0.581185	0.000000	0.000000	0.000000	0.000000	0.625000	0.000000	0.625000	0.625000	0.000000	0.000000	0.581185	0.625000	0.625000	0.625000	0.000000	0.581185	0.528599	1.000000	0.625000	0.581185	0.625000	0.625000	0.000000	0.000000	0.000000	0.528599
0.859375	1.000000	0.859375	0.859375	0.859375	0.547968	0.589059	0.574149	0.332776	0.766890	0.801873	0.600180	0.547968	0.478833	0.000000	0.296809	0.000000	0.838584	0.799130	0.837721	0.859375	0.428651	0.788345	0.859375	1.000000	0.000000	0.803909	0.859375	0.589059	0.799130	0.803909	0.449479	0.574149	0.589059	0.589059	0.859375	0.859375	0.428651	0.799101	0.296809	0.859375	0.000000	0.574149	0.589059	0.838584	0.799101	0.859375	0.837721	0.000000	0.574149	0.574149	0.000000	0.859375	0.574149	0.859375	0.859375	0.000000	0.574149	0.799130	0.859375	0.859375	0.859375	0.000000	0.799130	0.726824	1.000000	0.859375	0.799130	0.859375	0.859375	0.570974	0.574149	0.574149	0.799101
0.947266	1.000000	0.947266	0.947266	0.947266	0.822318	0.841172	0.831772	0.741465	0.909210	0.912594	0.846343	0.822165	0.799493	0.000000	0.560330	0.569870	0.938297	0.909781	0.937333	0.947266	0.709884	0.918830	0.947266	1.000000	0.000000	0.914973	0.947266	0.841172	0.880859	0.923367	0.782220	0.834389	0.841172	0.841172	0.947266	0.947266	0.770381	0.921068	0.726746	0.947266	0.569870	0.831772	0.841172	0.938297	0.911691	0.947266	0.937333	0.000000	0.831772	0.834389	0.246571	0.947266	0.834389	0.947266	0.947266	0.000000	0.831772	0.880859	0.947266	0.947266	0.947266	0.569870	0.880859	0.801159	1.000000	0.947266	0.880859	0.947266	0.947266	0.829785	0.831772	0.831772	0.911691
0.980225	1.000000	0.980225	0.980225	0.980225	0.931024	0.939132	0.934382	0.901234	0.965046	0.964513	0.941211	0.930881	0.923580	0.569387	0.827526	0.832302	0.976467	0.960493	0.975794	0.980225	0.884501	0.968986	0.980225	1.000000	0.569387	0.965680	0.980225	0.939132	0.949857	0.970348	0.915779	0.936292	0.939132	0.939132	0.980225	0.980225	0.910099	0.969316	0.895482	0.980225	0.832302	0.934382	0.939132	0.976467	0.964213	0.980225	0.975794	0.569387	0.934382	0.936292	0.657494	0.980225	0.936292	0.980225	0.980225	0.569387	0.934382	0.949857	0.980225	0.980225	0.980225	0.832302	0.949857	0.919211	1.000000	0.980225	0.911507	0.980225	0.980225	0.934185	0.934382	0.934382	0.964213
0.992584	1.000000	0.992584	0.992584	0.992584	0.973332	0.976733	0.974454	0.962375	0.986583	0.985852	0.977540	0.973248	0.970932	0.832277	0.933593	0.935411	0.991033	0.983686	0.990632	0.992584	0.955026	0.988159	0.992584	1.000000	0.832277	0.986381	0.992584	0.976733	0.979749	0.988562	0.967598	0.975561	0.976733	0.976733	0.992584	0.992584	0.965168	0.988113	0.960139	0.992584	0.935411	0.974454	0.976733	0.991033	0.985764	0.992584	0.990632	0.832277	0.974454	0.975561	0.865019	0.992584	0.975561	0.992584	0.992584	0.832277	0.974454	0.979749	0.992584	0.992584	0.992584	0.935411	0.979749	0.968205	1.000000	0.992584	0.961339	0.992584	0.992584	0.974676	0.974454	0.974454	0.985764
0.997219	1.000000	0.997219	0.997219	0.997219	0.989701	0.991115	0.990060	0.985677	0.994855	0.994395	0.991422	0.989657	0.988949	0.935440	0.974533	0.975203	0.996585	0.993378	0.996370	0.997219	0.982584	0.995480	0.997219	1.000000	0.935440	0.994628	0.997219	0.991115	0.991916	0.995593	0.987555	0.990633	0.991115	0.991115	0.997219	0.997219	0.986547	0.995400	0.984810	0.997219	0.975203	0.990060	0.991115	0.996585	0.994372	0.997219	0.996370	0.935440	0.990060	0.990633	0.947661	0.997219	0.990633	0.997219	0.997219	0.935440	0.990060	0.991916	0.997219	0.997219	0.997219	0.975203	0.991916	0.987582	1.000000	0.997219	0.984054	0.997219	0.997219	0.990270	0.990060	0.990060	0.994372
0.998957	1.000000	0.998957	0.998957	0.998957	0.996023	0.996609	0.996130	0.994548	0.998028	0.997785	0.996724	0.996001	0.995799	0.975227	0.990245	0.990490	0.998700	0.997333	0.998592	0.998957	0.993269	0.998275	0.998957	1.000000	0.975227	0.997887	0.998957	0.996609	0.996789	0.998303	0.995223	0.996410	0.996609	0.996609	0.998957	0.998957	0.994810	0.998221	0.994212	0.998957	0.990490	0.996130	0.996609	0.998700	0.997782	0.998957	0.998592	0.975227	0.996130	0.996410	0.979794	0.998957	0.996410	0.998957	0.998957	0.975227	0.996130	0.996789	0.998957	0.998957	0.998957	0.990490	0.996789	0.995163	1.000000	0.998957	0.993531	0.998957	0.998957	0.996264	0.996130	0.996130	0.997782
0.999609	1.000000	0.999609	0.999609	0.999609	0.998464	0.998706	0.998492	0.997925	0.999244	0.999126	0.998749	0.998454	0.998402	0.990504	0.996265	0.996354	0.999505	0.998931	0.999453	0.999609	0.997401	0.999341	0.999609	1.000000	0.990504	0.999170	0.999609	0.998706	0.998729	0.999347	0.998167	0.998624	0.998706	0.998706	0.999609	0.999609	0.997999	0.999312	0.997794	0.999609	0.996354	0.998492	0.998706	0.999505	0.999127	0.999609	0.999453	0.990504	0.998492	0.998624	0.992211	0.999609	0.998624	0.999609	0.999609	0.990504	0.998492	0.998729	0.999609	0.999609	0.999609	0.996354	0.998729	0.998119	1.000000	0.999609	0.997395	0.999609	0.999609	0.998565	0.998492	0.998492	0.999127
